DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,PARTDNOTIFNOCALL,PARTDNOTIFOUTAREA,PARTDNOTIFPRIORSTART,PARTDNOTIFAFTEREXP,PARTDNOTIFINCINFO,PARTDNOTIFTOTAL,PARTDEXCAVTESTHOLE,PARTDEXCAVCLEARANCE,PARTDEXCAVPROTSHORE,PARTDEXCAVBACKFILL,PARTDMARKFADE,PARTDEXCAVNOTLISTED,PARTDEXCAVTOTAL,PARTDMISCDETER,PARTDMISCONECALL,PARTDMISCPREVDAMAGE,PARTDMISCROOTCAUSE,PARTDMISCTOTAL,PARTDLOCABANDON,PARTDLOCINCORMAP,PARTDLOCLOCERROR,PARTDLOCNORESP,PARTDLOCINCOMP,PARTDLOCTRACEWIRE,PARTDLOCUNLOCAT,PARTDLOCABANMARK,PARTDLOCMAPMARK,PARTDLOCLOCMARK,PARTDLOCTRACEMARK,PARTDLOCTOTAL,PARTDTOTDAMAGES,PARTDTOTTICKETS,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
5/1/2025,2024,20250407,67962,30961,"GOODHUE MUNICIPAL GAS, CITY OF","405 N Broadway, PO Box 126",Goodhue,Goodhue,MN,55027,405 N. BROADWAY,GOODHUE,,MN,55027,Natural Gas,MN,Municipal Owned,0,0,0,7,16,0,0,0,0,0,23,0,0,0,0,520,0,0,0,0,0,520,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,12,3,0,0,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,13,1,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,506,13,1,0,0,520,0,0,0,0,0,0,0,16,1,2.5,3.5,23,0,0,0,0,0,0,0,324,134,30,32,520,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,,Kyle McKeown,operator,(651) 923-5306,(651) 923-5113,kylemckeown@hotmail.com,INITIAL,2/24/2025,2/24/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250706,70201,30964,"HUMBOLDT MUNICIPAL GAS, CITY OF",201 N. Main St,Humboldt,Minnehaha,SD,57035,309 WEST SECOND AVENUE,HUMBOLDT,,SD,57035,Natural Gas,SD,Municipal Owned,,,,6,6.75,0,0,0,0,0,12.75,,,,,276,0,0,0,0,0,276,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,2,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4.75,8,0,0,0,12.75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,2,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,274,2,0,0,0,276,0,0,0,0,0,0,0,12,0,0.5,0.25,12.75,0,0,0,0,0,0,0,238,19,5,14,276,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,-0.13,0,0,0,0,0,0,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,568,,Eugene Betz,Natural Gas Manager,(605) 305-0400,(000) 000-0000,naturalgas@humboldtsd.org,INITIAL,3/6/2025,3/6/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251292,73062,30967,GREATER MINNESOTA GAS INC.,1900 CARDINAL LANE,FARIBAULT,Rice,MN,55021,1900 CARDINAL LANE,FARIBAULT,,MN,55021,Natural Gas,MN,Privately Owned,0,0,0,11.99,956.8,0,0,0,0,0,968.79,0,0,0,0,10758,0,0,0,0,0,10758,0,0.15,8.09,3.75,0,0,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.82,344.54,52.44,0,0,956.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,559.97,352.63,56.19,0,0,968.79,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9425,1329,3,1,0,10758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9425,1329,3,1,0,10758,0,0,0,0,0,0,0,151.9,333.607,406.764,76.429,968.7,0,0,0,0,0,0,0,1098,2552,5071,2037,10758,,,2,,,,,,,,14,6,,72,,,,,2,,,,,,,,14,,,,,,0,0,0,0.02,5,,,1,,6,2,2,,,,2,6,,,,0,0,,,1,,1,,,,,2,,4,16,8940,,Taylor Larson,Senior Operations Engineer,(507) 209-2113,(000) 000-0000,tlarson@greatermngas.com,INITIAL,3/14/2025,3/14/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250710,70280,30975,"FOREXCO, INC.",PO Box 39599,Greensboro,North Carolina,NC,27438,37 COURT STREET,WHITLEY CITY,,KY,42653,Natural Gas,TN,Privately Owned,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Daniel Forsberg,Operator,(336) 379-0800,(336) 379-0881,aforsberg@citienergyllc.com,INITIAL,3/6/2025,3/6/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251315,73324,30993,T & L GAS CO,13500 Lee Dr,Conroe,,TX,77306,13500 LEE DRIVE,CONROE,,TX,77306,Natural Gas,TX,Privately Owned,0,0,0,1.5,36.73,0,0,0,0,0,38.23,0,0,0,1,324,0,0,0,0,0,325,0,1.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,25.5,11.13,0,0,0,36.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.1,11.13,0,0,0,38.23,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,17,1,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,307,17,1,0,0,325,0,0,0,0,0,0.1,22.9,3.7,1,3.4,7.13,38.23,0,0,0,0,0,1,38,7,48,112,119,325,,,3,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,0,0,-1.48,0,,,,,0,,3,,,,0,3,,,,,,,,,,,,,,,,,,3,535,,Steve Belovsky,operator,(936) 231-2244,(000) 000-0000,stevebelovsky@gmail.com,INITIAL,3/17/2025,3/17/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250622,69521,30996,"RICHLAND, CITY OF",203 E.National,Richland,USA,MO,65556,"204 E,Washington Street",Richland,,MO,65556,Natural Gas,MO,Municipal Owned,,,,12,17,0,0,0,0,0,29,,,,15,715,0,0,0,0,0,730,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,16,0,0,0,29,106,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,729,0,0,0,0,729,0,0,0,0,0,0,0,28,1,0,0,29,0,0,0,0,0,0,0,733,2,0,-2,733,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,0,25,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,180,,Kaleb Godfrey,operator,(573) 765-2666,(573) 765-5750,richlandgas@richlandmo.info,INITIAL,3/4/2025,3/4/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251265,72984,31007,ADM CORN PROCESSING DIVISION-NW GAS CONTRACTED,314 MAIN ST NE,MAPLETON,,MN,56065,314 MAIN ST NE,MAPLETON,,MN,56065,Natural Gas,MN,Investor Owned,,,,,0,0,0,0,0,0,0,,,,,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,,CHERI LANDSTEINER,operator,(507) 524-4103,(507) 524-4104,CHERI@NWNGAS.COM,INITIAL,3/14/2025,3/14/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250517,68580,31014,"COHASSET, CITY OF",1608 NW 4th Street,Grand Rapids,ITASCA,MN,55744,305 NW 1ST AVE,COHASSET,,MN,55721,Natural Gas,MN,Municipal Owned,0,0,0,0,101.96,0,0,0,0,0,101.96,0,0,0,0,1472,0,0,0,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.91,22.05,1,0,0,101.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,78.91,22.05,1,0,0,101.96,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,27,0,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1445,27,0,0,0,1472,0,0,0,0,0,0,0,24,18,47.07,12.89,101.96,0,0,0,0,0,0,0,555,166,611,140,1472,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,762,,Kim Wagner,agent,(218) 326-3495,(218) 999-5495,kim@nwgas.com,INITIAL,2/27/2025,2/27/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251324,73350,31018,"PORT ARANSAS, CITY OF",710 W. AVE A,PORT ARANSAS,NUECES,TX,78373,710 WEST AVENUE A (PO BOX 1090),PORT ARANSAS,,TX,78373,Natural Gas,TX,Municipal Owned,0,0,0,9.852,66.898,0,0,0,0,0,76.75,0,0,0,70,1840,0,0,0,0,0,1910,0,0,9.852,0,0,0,9.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.931,0,0,0,0,14.931,0,41.291,7.407,2.165,0,0,50.863,0,1.104,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,57.326,17.259,2.165,0,0,76.75,25,0,69,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,0,67,0,1539,42,0,0,0,1581,0,192,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1865,45,0,0,0,1910,25.587,0,0,0,0,0,0,7.72,15.327,17.738,10.378,76.75,330,0,0,0,0,0,0,125,161,688,606,1910,0,4,5,5,2,0,0,4,4,2,2,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,3,0,0,0,0,8,2,0,3,1,0,0,2,0,3,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5773,N/A,James Freeman,Gas Superintendent,(361) 749-6330,(361) 749-6332,jfreeman@cityofportaransas.org,INITIAL,3/17/2025,3/17/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250663,69821,31044,"LOWER VALLEY ENERGY, INC.",236 North Washington,Afton,,WY,83110,236 N. WASHINGTON BLVD/P.O. BOX 188,AFTON,,WY,83110,Natural Gas,WY,Cooperative,0,0,0,0,340.22,0,0,0,0,0,340.22,0,0,0,0,5053,0,0,0,0,0,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.7,61.21,13.31,0,0,340.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,265.7,61.21,13.31,0,0,340.22,118.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931,120,2,0,0,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4931,120,2,0,0,5053,0,0,0,0,0,0,0,64,98.82,97.26,80.14,340.22,0,0,0,0,0,0,0,2600,1237,607,609,5053,,,4,,,,,,,3,1,1,,33,,,,,4,,,,,,,3,1,1,,33,,,0,0,0,1.6,1,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1200,,Craig Coles,operator,(307) 885-6151,(307) 885-5787,ccoles@lvenergy.com,INITIAL,3/5/2025,3/5/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251030,72229,31065,MILLER OIL COMPANY,18 1st Avenue East,Culbertson,Roosevelt,MT,59218,120 1ST AVE E,CULBERTSON,,MT,59218,Propane Gas,MT,Privately Owned,0,0,0,4.66,1.55,0,0,0,0,0,6.21,0,0,0,189,227,0,0,0,0,0,416,0,3.66,1,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5.21,1,0,0,0,6.21,78,0,186,3,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,3,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,410,6,0,0,0,416,5.14,0,0,0,0,0,0,0.2,0.45,0.34,0.08,6.21,391,0,0,0,0,0,0,5,11,8,1,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,,KEVIN MILLER,operator,(406) 787-6271,(406) 787-6357,milleroil@hotmail.com,INITIAL,3/13/2025,3/13/2025,7100.1-1 (Rev. 06-2023)
